job_address,job_duty,job_name,job_require,job_time,job_type
US-Los Angeles,"Workflow Optimization: Collaborate with cross-functional teams to analyze current production workflows and identify areas for improvement.
Tools and Pipeline Development: Design, develop, and maintain tools and scripts to automate repetitive tasks, manage assets, and facilitate content creation. Ensure a smooth and efficient content pipeline.
Develop and deploy machine learning models for various applications within video games, such as player behavior predictions, recommendation systems, and procedural content generation.
Create meaningful and relevant features from game data to improve model performance and accuracy.
Performance Optimization: Collaborate with programmers to optimize game performance, including frame rate, memory usage, and load times. Implement solutions to ensure a smooth gaming experience.
Player personalization: Work on personalization strategies, including dynamic difficulty adjustment, player profiling, and adaptive content delivery, to enhance player engagement and retention.
Research and innovation: Stay up to date with the latest trends and developments in machine learning and gaming technology and propose innovative ideas to enhance player experiences.
Foster effective communication and collaboration between different departments, ensuring that everyone is aligned with project goals and timelines.
Work Location: US-Los Angeles",Machine Learning Engineer,"Bachelor’s degree in computer science, Data Science, Machine Learning, or a related field (or equivalent experience).
Strong proficiency in Python, and Machine learning libraries and frameworks (e.g., TensorFlow, PyTorch) and commonly used in game development languages (e.g., C++, C#).
Excellent problem-solving skills and the ability to work in a fast-paced, collaborative environment. - Strong communication and interpersonal skills.
Passion for video games and a deep understanding of the gaming industry

Pluses:
Previous experience in game development, preferably in a production engineer or similar role.
Familiarity with game engines (e.g., Unity, Unreal Engine) and version control systems (e.g., Git).
Knowledge of 3D graphics and physics principles is a plus.
Familiarity with cloud-based machine learning infrastructure and deployment.",2023年12月16日,Technology
Australia-Canberra,"Responsible for the research and development of three-dimensional generation technology for game production pipelines, exploring and applying advanced AI models to generate high-quality three-dimensional game content, accelerating game production pipelines, and empowering gameplay creativity.
Keep track of the latest developments in generative AI technology in academia and industry, and design innovative solutions for business scenarios and problems.
Document research findings, write technical reports or papers.
Collaborate closely with other team members to ensure the implementation of project outcomes.
Work Location: Australia-Canberra",Senior Researcher 101857,"Master's or Ph.D. degree in Computer Science, Electronic Engineering, or a related field.
In-depth understanding and practical experience in three-dimensional modeling, neural radiance fields, diffusion models, and other related technologies.
Proficient in Python and C++ programming, familiar with one or more common deep learning frameworks such as PyTorch, TensorFlow, etc.
Strong problem-solving skills, capable of independent research and development. Excellent teamwork and communication skills.

Preferred Qualifications:
Published high-quality papers in the field of three-dimensional modeling and generative AI (e.g., CVPR/ICCV/ECCV, etc.).
Familiarity with at least one 3D graphics software such as 3DS Max, Maya, Blender, etc.
Relevant industry work or internship experience.",2023年12月16日,Technology
CapitalSpring,"Responsible for high-quality and efficient delivery/change of supporting SRE/Devops work.
Responsible for the ability to quickly troubleshoot system defects and debug online problems.
Responsible for the construction of DevOps platform, improving development efficiency through research on new technologies.
Establish automated, intelligent operation and maintenance support tools/platforms.
Promote R&D and product team to improve architecture system design from DevOps’ perspectives, optimizing resource utilization and technical architecture.
Work Location: Singapore-CapitalSpring",Senior DevOps Engineer,"Bachelor's degree or above, major in computer science or other related fields.
Comprehend standard network protocol and components. For Example: HTTP, DNS, TCP/IP, ICMP, OSI Model, subnet and load balancing, etc.
3+ years’ experience in internet Development and Operations, familiar with cloud-native, familiar with KVM/Container skills, and familiar with open-source software is preferred.
Familiar with implementing development and operation by applying at least one of the following programming languages: Shell/Python/Go, and experience in a successful project candidate is preferred.
Excellent written and spoken English and Chinese (Mandarin), in order to communicate with various stakeholders in headquarters",2023年05月16日,Technology
广州,"1.统筹直播消费测工作，开展产品、运营、推荐等业务策略的洞察分析，为直播业务提供决策支持；
2.科学制定业务的数据评估体系，研究长期用户价值、供需关系、双端生态影响等量化问题；
3.负责视频号直播消费体验优化，推荐链路优化，内容生态优化等；
4.基于业务洞察，科学地进行A/B Testing和因果推断，配合业务方不断迭代策略。",微信视频号数据分析师(直播),"1.3年以上数据科学相关岗位的工作经验；
2.计算机科学、数据科学、机器学习、统计学、应用数学等领域硕士及以上学历；
3.熟练使用SQL/Hive/Python/R等，具备海量数据处理、机器学习、因果推断等经验；
4.熟悉A/B Testing领域的专业知识，能够探索和优化检验方法；
5.具备敏锐的数据洞察力和严谨的逻辑思维能力，有系统性方法论的沉淀；
6.有直播、直播带货相关分析经验者优先。",2023年12月19日,技术
深圳,"1.负责腾讯现网DDoS安全事件的应急响应和攻防对抗，与一线服务人员紧密协作，保障上层业务的稳定运营；
2.参与大模型、广告、游戏、微信等重点业务和基础设施的安全保障，协助完成重点事项的跟踪落地和效果输出；
3.跟踪和了解最新的DDoS安全威胁和攻击技术，协同安全策略人员保持团队DDoS攻防技术在业界的竞争力。",网络安全工程师（DDoS攻防方向）,"1.本科及以上学历，计算机及相关专业，2年以上安全相关工作经验；
2.熟悉TCP/IP协议、路由交换原理，熟悉DDoS攻击原理与防护手段，有安全应急响应经验者优先；
3.掌握Linux基本使用命令，以及python/perl/go/shell等脚本中的至少1种语言；
4.具备良好的问题分析与解决能力，善于总结归纳并提升工作效率；
5.较强的跨团队沟通和协作能力，较强的自我驱动能力和目标导向感，抗压能力强。",2023年12月26日,技术
深圳,"1.通过分析数据，挖掘恶意攻击行为，如对恶意行为序列、恶意手法的特征提取与建模分析；
2.构建恶意行为、恶意资产和行为知识图谱；
3.探索序列模型、大模型等前沿技术在安全场景的落地与应用。",后台策略安全工程师,"1.本科及以上学历，计算机、数学统计、安全风控等相关专业，3年及以上安全/数据领域工作经验；
2.熟悉常用机器学习算法，熟练掌握HiveSQL、Python、Spark等至少两种数据分析工具，有安全方面大模型算法应用经验优先；
3.具有较强学习能力，有大数据风控或在大型公司有工程落地经验者优先；
4.具备良好的沟通表达和团队协作能力，较强的自我驱动能力和目标导向感，抗压能力强。",2023年12月26日,技术
广州,"1.开展产品、运营、推荐等业务策略的洞察分析，为直播业务提供决策支持；
2.科学制定业务的数据评估体系，研究长期用户价值、供需关系、双端生态影响等量化问题；
3.负责视频号直播消费体验优化，推荐链路优化，内容生态优化等；
4.基于业务洞察，科学地进行A/B Testing和因果推断，配合业务方不断迭代策略。",微信视频号直播数据分析师,"1.2年以上数据科学相关岗位的工作经验；
2.计算机科学、数据科学、机器学习、统计学、应用数学等领域硕士及以上学历；
3.熟练使用SQL/Hive/Python/R等，具备海量数据处理、机器学习、因果推断等经验；
4.熟悉A/B Testing领域的专业知识，能够探索和优化检验方法；
5.具备敏锐的数据洞察力和严谨的逻辑思维能力，有系统性方法论的沉淀；
6.有直播、直播带货相关分析经验者优先。",2024年01月03日,技术
深圳,"1.负责大模型相关数据挖掘及质检工作；同时针对海量数据构建深度学习模型，挖掘用户兴趣及意向，服务于腾讯广告、零售等业务场景；
2.依托复杂行为网络、知识图谱，基于图算法与图神经网络建模，深入理解用户建设商业兴趣；
3.应用机器学习、数据挖掘等相关技术对用户时序兴趣演变进行建模和研究；
4.跟进业界最新的广告、推荐、NLP、复杂网络等领域进展，快速实现并应用于实际任务中。",混元数据挖掘工程师,"1.计算机、电子工程、数学、机器学习或相关专业方向硕士及以上学历；
2.至少掌握C++、Java、Scala、Python中的一种编程语言；
3.熟悉spark，hive，Flink等大数据计算框架熟练使用常见的数据挖掘和机器学习工具，如TensorFlow、PyTorch等；
4.熟悉复杂网络建模、图神经网络模型、时序模型，有Embedding相关项目及应用经验者优先；
5.有广告、搜索、推荐方面的业务经验优先；
6.具备优秀的工程能力、逻辑思维和沟通表达能力。",2024年01月04日,技术
北京,"1.负责对oCPA广告成本达成率、起量等多个关键指标进行垂直行业的问题分析和定位；
2.从广告架构全链条视角，联动上下游模块开展数据分析和算法策略优化，研发行业算法策略，包括但不限于设计和实现广告起量策略、分行业预估模型、行业EE算法、行业知识图谱、行业后链路优化等，提升行业广告效果和收入。",腾讯广告行业策略算法工程师,"1.优秀的编码能力，熟悉C/C++/Python/Scala 等编程语言，扎实的数据结构和算法功底；
2.优秀的分析问题和解决问题的能力，对前沿技术充满好奇，善于提出解决方案并快速验证，积极寻求解决高难度问题；
3.精通数据挖掘、机器学习、统计学，有大规模推荐系统、计算广告、搜索引擎相关领域成功项目经验；
4.具备较好的跨团队合作能力；
5.有计算广告背景特别是广告投放机制经验者优先。",2024年01月10日,技术
西安,"1.负责腾讯云paas相关产品(EdgeOne、CDN、边缘计算等)的全流程质量管控工作，包括参与需求分析，帮助完善需求与开发设计实现，合理设计测试计划，实施测试活动，跟进缺陷，协助研发分析定位问题；
2.负责产品相关的测试方案，测试工具平台设计及实现工作；
3.保证被测系统的质量，并通过测试流程和方法创新，提升研发的质量和效率；
4.注：此岗位为腾讯集团旗下子公司编制岗位。",腾讯云边缘加速测试工程师(武汉),"1.计算机本科及以上相关专业2年以上工作经验；
2.对计算机网络等计算机和软件基础有比较深入的理解和实践经验；
3.熟练掌握C/C++/Go等至少一种编程语言或者对Python/Shell/Perl等至少一门脚本语言有丰富实践经历；
4.对云计算有经验和丰富实践者优先；
5.具备良好的团队合作精神，善于协调沟通，具备较高的问题推动解决能力。",2024年01月07日,技术
武汉,"1.负责测试工具的开发、维护和优化，提高测试效率和质量；
2.根据测试需求，设计、开发和实现测试自动化框架、测试脚本和工具；
3.负责搭建、维护和优化自动化部署、自动化测试和自动化运维等Devops工具链；
4.设计、开发和维护CI/CD流程，实现代码自动化构建、打包、测试和部署；
5.与开发团队和测试团队紧密合作，推动DevOps理念的落地和流程的改进。",地图测试工具开发工程师,"1.熟练掌握至少一门编程语言，如Python、Java等；
2.熟悉测试自动化框架和测试脚本编写，有相关经验者优先考虑；
3.熟悉Linux系统和命令行操作，具备一定的Shell脚本编写能力；
4.熟悉Docker容器和Kubernetes容器编排，有相关经验者优先考虑；
5.熟练使用至少一种测试工具，如Selenium、Jenkins等；
6.具备良好的沟通能力和团队协作能力，能够与开发团队和测试团队紧密合作，推动DevOps工作的开展。",2024年01月12日,技术
北京,"1.负责大规模稀疏模型训练平台优化，包括同步/异步，GPU多机多卡训练框架等，提供高性能稳定的广告模型训练平台；
2.负责腾讯广告业务场景的落地，紧贴业务需求，不断优化模型训练的性能；
3.积极跟进AI学术界和业界的最新动态，优化内部技术方案，提升平台性能，不断推进AI架构升级。",机器学习平台高级工程师(广告),"1.熟悉掌握常见有监督、无监督等算法模型的原理、优缺点、适用场景等基础知识；
2.熟悉掌握梯度下降、SGD、Adam等分布式训练方法；
3.熟悉TensorFlow、Pytorch等主流深度学习框架，并有实际的模型训练、调优的项目经验；
4.熟练掌握的Java/Python/C++中一种或多种编程语言，具备良好的软件设计和开发能力；
5.具备一定分布式、大数据软件开发经验；
6.良好的沟通能力、解决问题能力。",2024年01月15日,技术
北京,"1.负责构建搜索广告的领域大模型，包括但不限于LLM基础研究、预训练、SFT、RLHF、Prompt等技术；
2.负责大模型在搜索广告的场景落地，不断提升广告变现效率和用户体验，包括但不限于广告召回、相关性计算、自动化文案生成等；
3.紧跟业界最新技术，提升团队在大模型方向的技术积累。",自然语言处理算法工程师,"1.计算机、数学等相关专业硕士以上学历，3年以上广告/搜索/推荐的相关算法研发经验；
2.熟悉自然语言处理基础知识，了解数据挖掘和深度学习核心算法，有Transformer、LLM、NLP、强化学习方面经验者更佳；
3.熟悉linux平台，熟练掌握c++/python等语言，熟练掌握TF/PyTorch等主流框架，具有良好的编程习惯和算法基础；
4.有良好的沟通协调能力，善于分析和解决问题，有较强的自驱力。",2024年01月16日,技术
London,"Primary Duties & Responsibilities
Collaborate to resolve technical issues(profiling, optimizing, etc.) encountered by internal and external game studios，
Work with us to build various tool flow and pipeline to meet  needs of the partners
Work with Engine Team from CROS to explore and research the cutting-edge technologies, including motion capture, AI, rendering, networking, etc.
Work Location: UK-London",Senior Unreal Engine Programmer - Tencent Games CROS,"Qualifications
Minimum of 1 shipped AAA game
Minimum of 5 years working in the video game industry
Proficient in C++, strong understanding of data structures, data-oriented design, object-oriented design and software engineering methodologies, 3D math.
Experience with Unreal Engine C++ programming and Blueprints
Experience in optimizing, profiling, and debugging
Strong understanding graphic technologies.
Preferred Qualifications:
Knowledge of C#, TypeScript, Python, or related languages;  
Understanding of modern GPU architecture
Experience in Unreal Engine Game Play development， including to animation, physics, networking, character technology and performance optimization，etc.",2023年06月19日,Technology
job_address,job_duty,job_name,job_require,job_time,job_type
西安,"1.负责大数据hadoop，spark，ES, hive，flink，clickhouse以及数据湖等相关产品的测试工作；
2.分析产品相关需求、设计、架构等，设计测试方法和测试用例；
3.挖掘并跟进实施性能测试、竞品对比测试、稳定性等专项测试，保障和提升产品质量；
4.负责建设产品相关的自动化测试、Devops等工作；
5.不断改进测试过程、方法和技术，提升产品质量；
6.注：此岗位为腾讯集团旗下子公司编制岗位。",大数据系统测试工程师（武汉/长沙/西安）,"1.本科以上学历，3年以上大数据相关的开发/测试经验或对大数据有浓厚兴趣者优先考虑；
2.熟悉大数据相关组件，包括spark,hive,es,clickhouse等，有spark，hive等调优经验者优先；
3.有大数据集群部署经验优先，有丰富大数据场景经验，问题快速定位跟踪者优先；
4.有数据湖相关开发测试经验者优先；
5.熟悉linux系统，精通一种或多种脚本语言（如python，shell），熟悉CICD 有python，java等编写经验者优先；
6.具备良好的团队合作精神，善于协调沟通，具备较强的问题定位和推动解决能力；
7.具备较强的抗压能力，能面对大数据的机遇与挑战，在较大压力下保持工作激情。",2024年01月08日,技术
武汉,"1.参与地图数据自动化生产GNSS定位算法平台建设，负责GNSS定位算法模型的工程化和服务化，支持对内、对外提供服务接口；
2.参与通用算法微服务框架及服务治理平台的研发和迭代，引进腾讯云等基础设施中间件，提升算法快速应用落地能力；
3.参与算法模型部署架构设计，算法服务监控等关键架构问题和技术难题、推动技术革新，系统性能调优。",GNSS定位后端开发,"1.地理信息，计算机科学、电子信息、自动化、通信工程等信息技术相关专业本科以上学历，2年以上工作经验；
2.熟悉Linux开发环境、熟悉常见的数据结构和算法设计，有云服务化软件基础架构开发及服务器后端系统开发经验；
3.具有扎实的编程基础，熟练掌握Python、c++等语言，熟悉Python优先；
4.有较强的Linux程序性能和缺陷诊断和分析的能力；
5.对GNSS定位，地理信息服务等工作经验优先；
6.工作有热情，具备良好的执行力、沟通能力和团队协作能力优先；
7.注：此岗位为腾讯集团子公司编制岗位。",2023年11月30日,技术
西安,"1.负责腾讯专有云产品的需求和架构分析，测试设计和测试开发工作,包括IaaS，PaaS，SaaS,存储，网络等，包括但不限于功能，性能，可靠性，鲁棒性，升级部署验证，用户体验等系统测试；
2.对测试方案进行有效的落地和执行，以确保项目进度和软件质量，形成自动化测试用例并进一步形成服务化提升效率；
3.架构并实现IaaS，PaaS等产品自动化测试能力，提升产品测试和交付效率；
4.不断提升测试过程，方法和技术，构建质量评估标准，优化改进措施，提升产品质量和效率；
5.备注：此岗位为腾讯集团旗下子公司编制岗位。",腾讯专有云系统测试工程师,"1.计算机本科及以上学历，2年以上软件或软硬件一体化产品系统测试经验，主导过产品或模块级测试用例的设计；
2.精通一种或多种语言（python,shell/c++等），熟悉CICD。",2024年01月15日,技术
广州,"1.负责视频号直播及直播带货推荐，对召回、粗排、精排、策略等链路进行优化；
2.结合业务的实际特点将工业界、学术界的前沿技术落地提升业务效果；
3.对用户和作者行为做深入的分析和理解，制定算法策略促进生态良性发展。",微信视频号高级/专家推荐算法工程师(直播/直播带货),"1.精通机器学习算法、深度学习算法在推荐系统/搜索/广告的应用理论和实践，有直播或电商推荐相关经验者优先；
2.具有良好的工程实现能力，熟练掌握C/C++、Java、Python、Scala等至少一种编程语言，熟悉tensorflow/pytorch等框架；
3.有较好的沟通能力、团队协作能力，积极主动，愿意接受挑战。",2024年02月02日,技术
US-Irvine,"Create high fidelity materials that bring the game environmentsto life.
Work with production to identify risks, dependencies, and scoping.
Create and maintain best practices and documentation for Environment Art and art pipelines.
Train the team on best practices, tools and pipelines.
Analyze competitive projects and make recommendations to help improve graphics and pipelines.
Assist in the recruiting of other developers including interviewing, screening and other decisions.
Collaborate with the Art and Engineering Team on building tools and pipelines for Unreal Engine 5.
Work Location: US-Irvine",Materials Artist,"5+ years of experience in an environment art role, with experience shipping AAA games.
Solid understanding of 3d art and game development pipelines, and tools.
Familiar with the majority of modern 3D DCC packages like Maya, Zbrush, Substance Designer/Painter.
Knowledge of Python or other scripting languages, procedural tools such as Houdini, Unreal Engine etc.
A strong desire to collaborate with other departments.
Able to work in a highly iterative team environment.
Passion for making and playing great games.",2023年12月16日,Design & Art
深圳,"1.负责视频号直播及直播带货推荐，对召回、粗排、精排、策略等链路进行优化；
2.结合业务的实际特点将工业界、学术界的前沿技术落地提升业务效果；
3.对用户和作者行为做深入的分析和理解，制定算法策略促进生态良性发展。",微信视频号高级/专家推荐算法工程师(直播/直播带货),"1.精通机器学习算法、深度学习算法在推荐系统/搜索/广告的应用理论和实践，有直播或电商推荐相关经验者优先；
2.具有良好的工程实现能力，熟练掌握C/C++、Java、Python、Scala等至少一种编程语言，熟悉tensorflow/pytorch等框架；
3.有较好的沟通能力、团队协作能力，积极主动，愿意接受挑战。",2024年02月02日,技术
深圳,1.参与微信支付国际业务洗钱风险分析；通过数据和技术的运用，挖掘微信支付内潜在的洗钱风险，建立一套智能洗钱风险监测系统。,反洗钱风险分析师,"1.熟悉SQL，有Python编程经验，熟悉常见的机器学习算法；
2.熟悉spark，hadoop等大数据平台上的数据分析者优先；
3.具备较强的学习能力、动手能力、沟通能力、团队合作意识及综合分析能力；
4.善于学习新的知识，动手能力强，具有开拓创新精神；
5.有互联网支付公司或金融公司安全工作经验者优先。",2024年02月01日,战略与投资
上海,"1.基于内外部数据，运用统计学、机器学习、计算广告等多个领域知识，对oCPA广告成本达成率、起量等多个关键指标进行垂直行业的问题分析和定位；
2.研发行业算法策略，包括但不限于设计和实现广告起量策略、分行业模型校准、行业EE算法等，进行召回/粗排/精排全链路优化，提升行业效果和收入。",腾讯广告策略算法工程师,"1.优秀的编码能力，熟悉C++/Python，扎实的数据结构和算法功底；
2.熟悉大规模数据挖掘、机器学习、分布式计算中的一项或者多项，具备实际工作经验；
3.优秀的分析和解决问题能力，良好的团队合作精神；
4.有计算广告背景特别是广告投放机制经验值优先。",2024年01月08日,技术
北京,"1.基于内外部数据，运用统计学、机器学习、计算广告等多个领域知识，对oCPA广告成本达成率、起量等多个关键指标进行垂直行业的问题分析和定位；
2.研发行业算法策略，包括但不限于设计和实现广告起量策略、分行业模型校准、行业EE算法等，进行召回/粗排/精排全链路优化，提升行业效果和收入。",腾讯广告行业算法策略工程师,"1.优秀的编码能力，熟悉C++/Python，扎实的数据结构和算法功底；
2.熟悉大规模数据挖掘、机器学习、分布式计算中的一项或者多项，具备实际工作经验；
3.优秀的分析和解决问题能力，良好的团队合作精神；
4.有计算广告背景特别是广告投放机制经验值优先。",2024年01月08日,技术
上海,"1.负责人工智能和计算机视觉在生物特征识别领域的算法研究和业务落地；
2.负责深度学习和计算机视觉前沿算法研究，方向包括但不限于人脸识别、ReID、模型轻量化、图像生成、知识蒸馏等。",优图实验室算法研究员(计算机视觉方向),"1.熟练并掌握机器学习、深度学习、计算机视觉基本方法，深入自身研究方向和发展；
2.较强的算法实现能力，熟练掌握C/C++，Python等编程，熟悉深度学习平台如PyTorch等；
3.较强的研究创新能力，一作发表过顶会顶刊论文或参加过高影响力比赛取得较好名次；
4.能快速学习新知识，对技术研发富有激情，具备良好的团队合作精神。",2024年01月31日,技术
深圳,"1.1.参与NLP/多模态前沿模型推理加速方案研究；
2.通过分析业务性能瓶颈和模型特点，使用软硬件联合优化实现高速推理方案；
3.针对AIGC大模型，针对性的设计推理加速以及成本优化方案，助力大模型的落地上线。。",混元大模型量化压缩高级算法工程师（深圳/北京）,"1.1.熟练掌握python, 在pytorch或tensorflow中熟练掌握至少一种；
2.了解目前主流的模型加速手段，熟悉模型量化/剪枝的算法原理和实现方式，并且了解硬件上对于模型加速的支持方案；
3.具有扎实的数理基础，熟悉常见的算法和数据结构，具有良好的编程习惯；
4.熟练掌握机器学习的相关知识，熟悉在CV或NLP领域的主流模型及其应用场景。。",2024年02月01日,技术
深圳,"1.负责生成式大模型预训练相关的工作，包括但不限于：大规模模型预训练、Prompt预训练、语境学习；
2.探索与跟进前沿技术，寻求技术突破，推动机器在AIGC能力的提升和突破；
3.探索高效的模型知识嵌入方法以及模型知识在线学习更新；
4.探索prompt工程，充分挖掘大模型知识。",混元预训练算法研究员/专家研究员（深圳/北京）,"1.熟练掌握Python，熟悉Linux环境开发，精通应用深度学习框架TensorFlow或者PyTorch；
2.持续跟进前沿的深度学习技术，了解前沿的深度学习相关算法，熟悉Transformer等模型结构；
3.具备分析问题定义问题和解决问题能力，具备持续的自驱力来面对挑战；
4.有大规模模型预训练实践经验者或有较强的研究能力在机器学习领域顶级会议发表过高质量论文者优先。",2024年02月04日,技术
深圳,"1.针对腾讯广告业务，从全链路视角，对转化数据在系统应用问题，以及其它重难点问题开展深入分析研究，从转化数据质量角度洞察广告系统的机会点，构建转化数据入模型和机制的标准， 推进业务效果提升；；
2.对接业务方需求， 通过专业经验和系统数据分析验证判断需求合理性，转化成系统化需求。；
3.开展重点业务、战略性业务的分析研究，洞察问题和优化方向。。",腾讯广告数据科学高级研究员,"1.统计学/数学/经济学/计算机背景，硕士及以上学历；；
2.熟练使用sql/python，同时会使用java/scala等开发；；
3.对计算广告或者电商推荐有一定的了解，具备良好的数据敏感性和洞察力，善于抓住问题不断下钻；；
4.优秀的逻辑思维能力，沟通表达能力，良好的团队合作精神。。",2024年01月11日,技术
北京,"1.负责机器学习平台中算法相关功能开发，包括模型训练、模型轻量化和推理加速等相关功能开发；
2.负责使用自动化机器学习技术提升广告推荐，NLP/CV等领域模型迭代效果，探索自动调参，自动网络结构搜索在业务场景落地；
3.负责AutoML的前沿算法研究和优化。",机器学习平台高级算法研究员(AutoML),"1.计算机相关专业，本科及以上学历，4年及以上工作经验；
2.熟悉C/C++/Python等编程语言，熟练掌握常用算法和数据结构；
3.熟悉TensorFlow/Pytorch等框架，了解分布式模型训练和加速方法，有机器学习平台相关算法开发经验；
4.有强烈的自主学习能力，具备良好的沟通能力和优秀的团队协作能力。",2024年01月15日,技术
北京,"1.参与大规模机器学习平台设计和研发，包括对模型训练和在线推理核心能力开发和优化；
2.参与机器学习平台相关算法优化，包括模型轻量化，自动机器学习以及优化算法的迭代和优化；
3.跟进业界前沿技术，打造业界领先的大规模机器学习平台。",机器学习平台高级研发工程师(AutoML),"1.计算机相关专业，本科及以上学历，3年及以上工作经验；
2.熟悉C/C++/Python等编程语言，熟练掌握常用算法和数据结构；
3.熟悉TensorFlow/Pytorch等框架，了解分布式模型训练和加速方法，有机器学习平台开发经验；
4.有强烈的自主学习能力，具备良好的沟通能力和优秀的团队协作能力。",2024年01月15日,技术
长沙,"1.负责腾讯云CDN平台日常运维，确保平台在各种客户场景中的稳定运行，推动问题解决方案落地；
2.通过研发自动化、智能化、数据化的工具或系统平台提升运维团队的工作效率。",CDN业务运维工程师,"1.精通linux系统以及docker，熟悉CDN相关原理和架构，熟悉DNS/HTTP/TCP/UDP/QUIC等相关协议；
2.良好的故障排查能力和风险识别能力，有技术热情，关注运维技术发展方向，并具备良好的沟通以及协同能力；
3.熟练掌握一门以上编程语言（java/golang/python/shell等）；
4.有CDN大规模平台运维经验优先。",2024年01月18日,技术
西安,"1.参与腾讯云性能优化平台功能需求的研发工作；
2.协助团队完成性能优化平台在腾讯云业务的落地；
3.建设腾讯云业务性能流水线，协助分析与解决性能问题。",C++/Golang 后台开发工程师,"1.至少熟悉 C++/Golang/Python 其中一门语言，熟悉常见数据结构和算法；
2.了解云原生、容器相关知识；
3.良好的沟通能力，对技术有热情和追求，追求卓越；
4.熟悉计算机体系结构，对操作系统、组成原理有一定了解；
5.备注：此岗位为腾讯集团旗下子公司编制岗位。",2024年01月21日,技术
深圳,"1.负责游戏客户端性能测试工作，包括测试设计和执行、性能问题分析、流程和自动化建设等；
2.负责开发、优化客户端性能测试相关的执行或分析类工具，提升测试质量和效率；
3.负责收集和分析业务测试需求，探索更多的测试方法。",《异人之下》新游客户端性能测试工程师,"1.本科以上学历，2年及以上客户端（游戏或应用）性能测试或测试开发经验；
2.熟悉至少一门开发语言，包括C/C++、Python、Java，能独立完成测试工具的开发工作；
3.熟悉计算机图形学或游戏引擎者优先；
4.具有游戏开发或者Android/IOS开发经验者优先。",2023年12月15日,技术
UK-London,"1.Collaborate with cross-functional teams to design, develop, and test software applications that utilize AI technologies.
2.Lead or participate in the procedural generation of game content, using AI to create immersive and engaging game experiences.
3.Explore the application of large language models in real-time games to enhance massive game content generation.
4.Utilize large language models in real-time games in coordination with other features for numerous replayability.
5.Stay up-to-date with the latest developments in AI and machine learning, and continuously learn and improve your skills.
Work Location: UK-London","Artificial Intelligence (AI) Developer Intern, Tencent Games Lightspeed Studios 101851","1.Bachelor’s degree or above in computer science or related field.
2. Can dedicate to the internship for 6+ months, with 32-40 hours per week.
3.Experience in game development, and familiar with Unity, UE is a plus.
3.Proficient in at least one programming language such as Python, Java, C++, etc.
4.Familiar with machine learning algorithms and frameworks such as TensorFlow, PyTorch, etc.
5.Experience with AI technologies, such as Large Language Model.
6.Good communication skills and ability to work in a team.",2023年12月16日,Technology
深圳,"1.主要负责微信视频号推荐后台开发(含模型和策略接入、推荐链路架构优化)，样本和特征开发；
2.参与视频流直播业务的推荐后台工程支持；
3.参与样本处理和特征拼接相关的需求开发，通用化框架抽象及优化。",微信视频号推荐后台开发工程师,"1.计算机相关专业本科及以上学历，计算机相关专业，2年及以上后台开发经验；
2.熟悉linux开发环境，熟练掌握C++开发，熟悉数据结构和算法，熟练掌握至少一门脚本语言(shell/python等)；
3.乐于思考和分析，主动性和自主性强，而非被动等待安排。",2023年12月20日,技术
深圳,"1.负责腾讯云-云网关产品后台服务的功能、性能、容灾、安全测试；
2.负责测试所需的自动化测试框架、工具的开发，提升测试效率。",云网关系统测试工程师,"1.本科以上学历，2年以上工作经验；
2.熟悉linux操作系统，有python开发基础，能熟练使用抓包工具进行分析，有c++代码阅读能力；
3.熟悉http、tcp/ip协议，有扎实的计算机网络知识；；
4.有云上网络类产品业务背景的优先；
5.有白盒测试开展经验的优先。",2024年01月30日,技术
深圳,"1.负责公司云原生的规划和架构，通过完善平台与业务云原生能力提升公司整体资源的使用效率；
2.负责公司云原生的推广，业务架构方案设计；
3.负责推动业务使用弹性伸缩能力与在离线混部提升效率。",云原生规划架构师,"1.2年以上相关开发经验，熟悉Go/C++/Python/Java等至少两门语言；
2.熟悉docker和Kubernetes，阅读相关源码，有k8s二次开发经验；
3.linux、TCP/IP等技术基础扎实，沟通能力强，对系统架构有一定的见解；
4.负责大规模容器集群研发和运营，有指导业务容器化云原生化经验优先。",2024年01月30日,技术
深圳,"1.负责腾讯游戏大数据平台的开发和运营工作，建设一站式的可视化大数据开发平台；
2.负责离线/实时数据应用开发平台的建设工作，并能优化和提升引擎的执行效率；
3.负责数据指标特征体系建设，并能提升存取效率和降低成本；
4.负责数据统一接入集成系统开发，提供数据的清洗和质量监控，稳定性保证等支持。",腾讯游戏高级开发工程师(大数据平台),"1.研究生2年、本科3年以上数据处理、分析相关项目经验；
2.熟练使用SQL，Hive等技术，了解Hadoop/spark工作原理；
3.熟悉linux操作系统开发环境，熟悉java、Python等；
4.有storm、flink、spark等实时计算统计开发经验，API接口开发经验者优先；
5.数据敏感，有良好的逻辑思维能力，较强的沟通能力和团队合作精神，勇于承担工作压力。",2024年02月04日,技术
